Distribution,Trials,Won % switch, Won % non-switch
rayleigh,92,43.47826086956522,56.52173913043478
normal,102,44.11764705882353,55.88235294117647
binomial,102,74.50980392156863,25.49019607843137
exponential,102,55.88235294117647,44.11764705882353
poisson,102,32.35294117647059,67.64705882352942
laplace,102,74.50980392156863,25.49019607843137
logistic,102,49.01960784313725,50.98039215686274
uniform,102,43.13725490196079,56.86274509803921
rayleigh,102,37.254901960784316,62.745098039215684
normal,112,33.035714285714285,66.96428571428571
binomial,112,75.0,25.0
exponential,112,59.82142857142857,40.17857142857143
poisson,112,59.82142857142857,40.17857142857143
laplace,112,41.964285714285715,58.03571428571429
logistic,112,55.35714285714286,44.642857142857146
uniform,112,49.107142857142854,50.89285714285714
rayleigh,112,71.42857142857143,28.57142857142857
normal,122,46.72131147540984,53.278688524590166
binomial,122,65.57377049180327,34.42622950819672
exponential,122,30.327868852459016,69.67213114754098
poisson,122,54.91803278688525,45.08196721311475
laplace,122,29.508196721311474,70.49180327868852
logistic,122,49.18032786885246,50.81967213114754
uniform,122,46.72131147540984,53.278688524590166
rayleigh,122,54.91803278688525,45.08196721311475
normal,132,67.42424242424242,32.57575757575758
binomial,132,53.03030303030303,46.96969696969697
exponential,132,61.36363636363637,38.63636363636363
poisson,132,35.60606060606061,64.39393939393939
laplace,132,34.84848484848485,65.15151515151516
logistic,132,75.75757575757575,24.242424242424242
uniform,132,21.96969696969697,78.03030303030303
rayleigh,132,29.545454545454547,70.45454545454545
normal,142,33.80281690140845,66.19718309859155
binomial,142,64.08450704225352,35.91549295774648
exponential,142,62.676056338028175,37.32394366197183
poisson,142,47.183098591549296,52.816901408450704
laplace,142,50.70422535211267,49.29577464788733
logistic,142,50.0,50.0
uniform,142,49.29577464788733,50.70422535211267
rayleigh,142,45.07042253521127,54.929577464788736
normal,152,46.05263157894737,53.94736842105263
binomial,152,55.92105263157895,44.07894736842105
exponential,152,24.342105263157894,75.6578947368421
poisson,152,44.73684210526316,55.26315789473685
laplace,152,36.84210526315789,63.1578947368421
logistic,152,72.36842105263158,27.631578947368425
uniform,152,50.0,50.0
rayleigh,152,51.31578947368421,48.68421052631579
normal,162,49.382716049382715,50.617283950617285
binomial,162,41.358024691358025,58.64197530864198
exponential,162,60.49382716049383,39.50617283950617
poisson,162,58.0246913580247,41.9753086419753
laplace,162,58.64197530864198,41.358024691358025
logistic,162,60.49382716049383,39.50617283950617
uniform,162,54.93827160493827,45.06172839506173
rayleigh,162,47.53086419753087,52.46913580246913
normal,172,45.348837209302324,54.65116279069767
binomial,172,68.6046511627907,31.3953488372093
exponential,172,31.976744186046513,68.02325581395348
poisson,172,50.58139534883721,49.41860465116279
laplace,172,35.46511627906977,64.53488372093024
logistic,172,44.76744186046512,55.23255813953488
uniform,172,50.58139534883721,49.41860465116279
rayleigh,172,69.76744186046511,30.23255813953488
normal,182,52.197802197802204,47.8021978021978
binomial,182,32.417582417582416,67.58241758241759
exponential,182,36.81318681318682,63.18681318681318
poisson,182,51.098901098901095,48.9010989010989
laplace,182,49.45054945054945,50.54945054945055
logistic,182,53.2967032967033,46.7032967032967
uniform,182,58.24175824175825,41.75824175824176
rayleigh,182,20.32967032967033,79.67032967032966
normal,192,59.895833333333336,40.10416666666667
binomial,192,39.0625,60.9375
exponential,192,44.79166666666667,55.208333333333336
poisson,192,39.0625,60.9375
laplace,192,27.083333333333332,72.91666666666666
logistic,192,25.0,75.0
uniform,192,63.541666666666664,36.45833333333333
rayleigh,192,46.35416666666667,53.645833333333336
normal,202,32.17821782178218,67.82178217821783
binomial,202,46.53465346534654,53.46534653465347
exponential,202,70.79207920792079,29.207920792079207
poisson,202,77.22772277227723,22.772277227722775
laplace,202,44.05940594059406,55.940594059405946
logistic,202,53.960396039603964,46.03960396039604
uniform,202,27.722772277227726,72.27722772277228
rayleigh,202,41.584158415841586,58.415841584158414
normal,212,49.528301886792455,50.47169811320755
binomial,212,33.0188679245283,66.98113207547169
exponential,212,59.43396226415094,40.56603773584906
poisson,212,73.58490566037736,26.41509433962264
laplace,212,62.264150943396224,37.735849056603776
logistic,212,46.22641509433962,53.77358490566038
uniform,212,50.47169811320755,49.528301886792455
rayleigh,212,43.39622641509434,56.60377358490566
normal,222,69.81981981981981,30.180180180180184
binomial,222,34.68468468468468,65.31531531531532
exponential,222,61.711711711711715,38.288288288288285
poisson,222,54.95495495495496,45.04504504504504
laplace,222,41.891891891891895,58.108108108108105
logistic,222,27.927927927927925,72.07207207207207
uniform,222,67.11711711711712,32.88288288288289
rayleigh,222,71.17117117117117,28.82882882882883
normal,232,42.241379310344826,57.758620689655174
binomial,232,52.1551724137931,47.8448275862069
exponential,232,55.603448275862064,44.396551724137936
poisson,232,50.43103448275862,49.56896551724138
laplace,232,45.258620689655174,54.741379310344826
logistic,232,81.03448275862068,18.96551724137931
uniform,232,36.206896551724135,63.793103448275865
rayleigh,232,70.25862068965517,29.74137931034483
normal,242,70.24793388429752,29.75206611570248
binomial,242,28.512396694214875,71.48760330578511
exponential,242,62.396694214876035,37.60330578512397
poisson,242,56.611570247933884,43.388429752066116
laplace,242,58.26446280991735,41.735537190082646
logistic,242,36.77685950413223,63.22314049586777
uniform,242,58.67768595041323,41.32231404958678
rayleigh,242,40.082644628099175,59.917355371900825
normal,252,24.6031746031746,75.39682539682539
binomial,252,34.523809523809526,65.47619047619048
exponential,252,51.98412698412699,48.01587301587302
poisson,252,62.698412698412696,37.301587301587304
laplace,252,69.44444444444444,30.555555555555557
logistic,252,58.730158730158735,41.269841269841265
uniform,252,61.904761904761905,38.095238095238095
rayleigh,252,60.71428571428571,39.285714285714285
normal,262,60.30534351145038,39.69465648854962
binomial,262,56.10687022900763,43.89312977099237
exponential,262,36.25954198473282,63.74045801526718
poisson,262,85.87786259541986,14.122137404580155
laplace,262,22.900763358778626,77.09923664122137
logistic,262,66.41221374045801,33.587786259541986
uniform,262,66.03053435114504,33.969465648854964
rayleigh,262,69.46564885496184,30.53435114503817
normal,272,52.57352941176471,47.42647058823529
binomial,272,39.338235294117645,60.66176470588235
exponential,272,58.08823529411765,41.911764705882355
poisson,272,58.45588235294118,41.544117647058826
laplace,272,41.911764705882355,58.08823529411765
logistic,272,42.64705882352941,57.35294117647059
uniform,272,29.411764705882355,70.58823529411765
rayleigh,272,41.544117647058826,58.45588235294118
normal,282,30.49645390070922,69.50354609929079
binomial,282,37.94326241134752,62.056737588652474
exponential,282,41.843971631205676,58.156028368794324
poisson,282,68.08510638297872,31.914893617021278
laplace,282,41.843971631205676,58.156028368794324
logistic,282,50.70921985815603,49.29078014184397
uniform,282,39.00709219858156,60.99290780141844
rayleigh,282,62.76595744680851,37.234042553191486
normal,292,54.794520547945204,45.20547945205479
binomial,292,43.83561643835616,56.16438356164384
exponential,292,64.72602739726028,35.273972602739725
poisson,292,30.136986301369863,69.86301369863014
laplace,292,63.6986301369863,36.3013698630137
logistic,292,61.64383561643836,38.35616438356164
uniform,292,43.83561643835616,56.16438356164384
rayleigh,292,60.61643835616438,39.38356164383562
normal,302,73.17880794701986,26.82119205298013
binomial,302,36.75496688741722,63.24503311258278
exponential,302,66.55629139072848,33.443708609271525
poisson,302,36.092715231788084,63.90728476821192
laplace,302,59.93377483443708,40.06622516556291
logistic,302,68.21192052980133,31.788079470198678
uniform,302,47.019867549668874,52.980132450331126
rayleigh,302,34.437086092715234,65.56291390728477
normal,312,62.17948717948718,37.82051282051282
binomial,312,23.397435897435898,76.6025641025641
exponential,312,35.256410256410255,64.74358974358975
poisson,312,59.294871794871796,40.705128205128204
laplace,312,63.46153846153846,36.53846153846153
logistic,312,42.30769230769231,57.692307692307686
uniform,312,50.641025641025635,49.358974358974365
rayleigh,312,25.961538461538463,74.03846153846155
normal,322,36.024844720496894,63.975155279503106
binomial,322,66.14906832298136,33.85093167701863
exponential,322,68.94409937888199,31.05590062111801
poisson,322,36.95652173913043,63.04347826086957
laplace,322,31.67701863354037,68.32298136645963
logistic,322,55.27950310559007,44.72049689440994
uniform,322,26.39751552795031,73.6024844720497
rayleigh,322,35.714285714285715,64.28571428571429
normal,332,38.55421686746988,61.44578313253012
binomial,332,46.98795180722892,53.01204819277109
exponential,332,62.34939759036144,37.65060240963856
poisson,332,68.07228915662651,31.92771084337349
laplace,332,52.40963855421686,47.59036144578313
logistic,332,53.01204819277109,46.98795180722892
uniform,332,37.04819277108434,62.951807228915655
rayleigh,332,66.56626506024097,33.433734939759034
normal,342,60.23391812865497,39.76608187134503
binomial,342,60.526315789473685,39.473684210526315
exponential,342,57.89473684210527,42.10526315789473
poisson,342,34.21052631578947,65.78947368421053
laplace,342,40.93567251461988,59.06432748538012
logistic,342,72.80701754385966,27.192982456140353
uniform,342,39.1812865497076,60.81871345029239
rayleigh,342,45.02923976608187,54.97076023391813
normal,352,67.61363636363636,32.38636363636363
binomial,352,41.19318181818182,58.80681818181818
exponential,352,26.136363636363637,73.86363636363636
poisson,352,58.23863636363637,41.76136363636363
laplace,352,44.31818181818182,55.68181818181818
logistic,352,60.22727272727273,39.77272727272727
uniform,352,21.306818181818183,78.69318181818183
rayleigh,352,32.67045454545455,67.32954545454545
normal,362,46.96132596685083,53.03867403314917
binomial,362,61.32596685082873,38.67403314917127
exponential,362,32.59668508287293,67.40331491712708
poisson,362,36.187845303867405,63.812154696132595
laplace,362,65.19337016574586,34.806629834254146
logistic,362,45.30386740331492,54.69613259668509
uniform,362,55.24861878453039,44.751381215469614
rayleigh,362,26.795580110497237,73.20441988950276
normal,372,58.06451612903226,41.935483870967744
binomial,372,47.8494623655914,52.1505376344086
exponential,372,40.32258064516129,59.67741935483871
poisson,372,76.0752688172043,23.9247311827957
laplace,372,70.16129032258065,29.838709677419356
logistic,372,36.82795698924731,63.17204301075269
uniform,372,57.795698924731184,42.204301075268816
rayleigh,372,51.075268817204304,48.924731182795696
normal,382,51.57068062827225,48.42931937172775
binomial,382,37.43455497382199,62.56544502617801
exponential,382,67.80104712041884,32.19895287958115
poisson,382,62.30366492146597,37.696335078534034
laplace,382,51.30890052356021,48.69109947643979
logistic,382,56.80628272251309,43.19371727748691
uniform,382,53.66492146596858,46.33507853403142
rayleigh,382,78.01047120418848,21.98952879581152
normal,392,42.857142857142854,57.14285714285714
binomial,392,51.02040816326531,48.97959183673469
exponential,392,70.40816326530613,29.591836734693878
poisson,392,50.255102040816325,49.744897959183675
laplace,392,86.4795918367347,13.520408163265307
logistic,392,39.285714285714285,60.71428571428571
uniform,392,51.02040816326531,48.97959183673469
rayleigh,392,73.21428571428571,26.785714285714285
normal,402,66.16915422885572,33.83084577114428
binomial,402,51.741293532338304,48.258706467661696
exponential,402,36.56716417910448,63.43283582089553
poisson,402,27.611940298507463,72.38805970149254
laplace,402,60.447761194029844,39.55223880597015
logistic,402,61.19402985074627,38.80597014925373
uniform,402,32.58706467661692,67.41293532338308
rayleigh,402,49.50248756218906,50.49751243781094
normal,412,38.349514563106794,61.6504854368932
binomial,412,72.81553398058253,27.184466019417474
exponential,412,28.398058252427184,71.60194174757282
poisson,412,66.50485436893204,33.49514563106796
laplace,412,61.165048543689316,38.83495145631068
logistic,412,80.8252427184466,19.174757281553397
uniform,412,23.300970873786408,76.69902912621359
rayleigh,412,58.252427184466015,41.74757281553398
normal,422,48.81516587677725,51.18483412322274
binomial,422,28.436018957345972,71.56398104265402
exponential,422,36.492890995260666,63.507109004739334
poisson,422,66.35071090047393,33.649289099526065
laplace,422,64.69194312796208,35.308056872037916
logistic,422,38.388625592417064,61.61137440758294
uniform,422,84.83412322274881,15.165876777251185
rayleigh,422,54.976303317535546,45.023696682464454
normal,432,35.648148148148145,64.35185185185185
binomial,432,40.97222222222222,59.02777777777778
exponential,432,34.25925925925926,65.74074074074075
poisson,432,41.898148148148145,58.10185185185185
laplace,432,47.4537037037037,52.54629629629629
logistic,432,56.94444444444444,43.05555555555556
uniform,432,67.36111111111111,32.63888888888889
rayleigh,432,50.46296296296296,49.53703703703704
normal,442,27.601809954751133,72.39819004524887
binomial,442,63.80090497737556,36.199095022624434
exponential,442,26.47058823529412,73.52941176470588
poisson,442,38.91402714932127,61.085972850678736
laplace,442,47.963800904977376,52.03619909502263
logistic,442,77.37556561085974,22.624434389140273
uniform,442,68.55203619909503,31.447963800904976
rayleigh,442,51.13122171945701,48.86877828054298
normal,452,39.15929203539823,60.84070796460177
binomial,452,77.65486725663717,22.345132743362832
exponential,452,32.52212389380531,67.47787610619469
poisson,452,33.6283185840708,66.3716814159292
laplace,452,29.424778761061948,70.57522123893806
logistic,452,21.238938053097346,78.76106194690266
uniform,452,71.23893805309734,28.761061946902654
rayleigh,452,37.389380530973455,62.61061946902655
normal,462,32.03463203463203,67.96536796536796
binomial,462,43.073593073593074,56.926406926406926
exponential,462,20.77922077922078,79.22077922077922
poisson,462,40.909090909090914,59.09090909090909
laplace,462,74.45887445887446,25.541125541125542
logistic,462,46.96969696969697,53.03030303030303
uniform,462,53.67965367965368,46.320346320346324
rayleigh,462,43.93939393939394,56.060606060606055
normal,472,61.86440677966102,38.13559322033898
binomial,472,31.991525423728813,68.00847457627118
exponential,472,34.74576271186441,65.2542372881356
poisson,472,61.652542372881356,38.347457627118644
laplace,472,40.46610169491525,59.53389830508474
logistic,472,41.10169491525424,58.89830508474576
uniform,472,46.61016949152542,53.38983050847458
rayleigh,472,39.83050847457627,60.16949152542372
normal,482,48.7551867219917,51.244813278008294
binomial,482,34.439834024896264,65.56016597510373
exponential,482,56.63900414937759,43.36099585062241
poisson,482,32.572614107883815,67.42738589211619
laplace,482,62.03319502074689,37.96680497925311
logistic,482,72.61410788381743,27.385892116182575
uniform,482,44.60580912863071,55.3941908713693
rayleigh,482,56.84647302904564,43.15352697095436
normal,492,28.252032520325205,71.7479674796748
binomial,492,37.60162601626016,62.398373983739845
exponential,492,41.05691056910569,58.94308943089431
poisson,492,33.739837398373986,66.26016260162602
laplace,492,53.2520325203252,46.7479674796748
logistic,492,69.71544715447155,30.284552845528456
uniform,492,63.41463414634146,36.58536585365854
rayleigh,492,25.0,75.0
normal,502,54.18326693227091,45.81673306772908
binomial,502,47.01195219123506,52.98804780876494
exponential,502,33.46613545816733,66.53386454183267
poisson,502,43.625498007968126,56.37450199203188
laplace,502,34.8605577689243,65.13944223107569
logistic,502,52.788844621513945,47.211155378486055
uniform,502,58.964143426294825,41.03585657370518
rayleigh,502,39.44223107569721,60.55776892430279
normal,512,38.28125,61.71875
binomial,512,59.5703125,40.4296875
exponential,512,62.6953125,37.3046875
poisson,512,29.1015625,70.8984375
laplace,512,36.9140625,63.0859375
logistic,512,65.4296875,34.5703125
uniform,512,65.234375,34.765625
rayleigh,512,51.5625,48.4375
normal,522,43.86973180076628,56.13026819923371
binomial,522,56.13026819923371,43.86973180076628
exponential,522,39.84674329501915,60.15325670498084
poisson,522,36.39846743295019,63.601532567049816
laplace,522,38.50574712643678,61.49425287356321
logistic,522,58.04597701149425,41.95402298850575
uniform,522,69.54022988505747,30.45977011494253
rayleigh,522,59.77011494252874,40.229885057471265
normal,532,35.526315789473685,64.47368421052632
binomial,532,57.89473684210527,42.10526315789473
exponential,532,45.11278195488722,54.88721804511278
poisson,532,56.20300751879699,43.796992481203006
laplace,532,45.48872180451128,54.51127819548872
logistic,532,64.66165413533834,35.338345864661655
uniform,532,69.73684210526315,30.263157894736842
rayleigh,532,70.86466165413535,29.135338345864664
normal,542,56.64206642066421,43.35793357933579
binomial,542,45.018450184501845,54.981549815498155
exponential,542,43.542435424354245,56.457564575645755
poisson,542,83.76383763837639,16.236162361623617
laplace,542,31.18081180811808,68.81918819188192
logistic,542,59.59409594095941,40.405904059040594
uniform,542,63.46863468634686,36.53136531365313
rayleigh,542,81.91881918819189,18.081180811808117
normal,552,29.71014492753623,70.28985507246377
binomial,552,52.35507246376812,47.64492753623188
exponential,552,46.19565217391305,53.80434782608695
poisson,552,73.91304347826086,26.08695652173913
laplace,552,45.83333333333333,54.166666666666664
logistic,552,41.1231884057971,58.87681159420289
uniform,552,57.2463768115942,42.7536231884058
rayleigh,552,17.391304347826086,82.6086956521739
normal,562,61.92170818505338,38.07829181494662
binomial,562,71.35231316725978,28.647686832740217
exponential,562,49.46619217081851,50.5338078291815
poisson,562,51.42348754448398,48.57651245551601
laplace,562,50.5338078291815,49.46619217081851
logistic,562,66.01423487544484,33.985765124555165
uniform,562,78.11387900355872,21.88612099644128
rayleigh,562,35.587188612099645,64.41281138790036
normal,572,37.23776223776224,62.76223776223776
binomial,572,34.090909090909086,65.9090909090909
exponential,572,54.54545454545454,45.45454545454545
poisson,572,61.01398601398601,38.98601398601399
laplace,572,41.78321678321678,58.21678321678322
logistic,572,54.72027972027972,45.27972027972028
uniform,572,56.29370629370629,43.70629370629371
rayleigh,572,59.61538461538461,40.38461538461539
normal,582,35.738831615120276,64.26116838487972
binomial,582,46.391752577319586,53.608247422680414
exponential,582,21.993127147766323,78.00687285223368
poisson,582,29.037800687285227,70.96219931271477
laplace,582,54.63917525773196,45.36082474226804
logistic,582,64.60481099656357,35.39518900343643
uniform,582,66.66666666666666,33.33333333333333
rayleigh,582,26.632302405498283,73.3676975945017
normal,592,49.32432432432432,50.67567567567568
binomial,592,67.0608108108108,32.939189189189186
exponential,592,64.52702702702703,35.47297297297297
poisson,592,59.12162162162162,40.87837837837838
laplace,592,78.71621621621621,21.283783783783782
logistic,592,62.5,37.5
uniform,592,32.0945945945946,67.9054054054054
rayleigh,592,69.42567567567568,30.574324324324326
normal,602,54.81727574750831,45.182724252491695
binomial,602,29.401993355481725,70.59800664451828
exponential,602,57.80730897009967,42.19269102990033
poisson,602,73.75415282392026,26.245847176079735
laplace,602,62.45847176079734,37.54152823920266
logistic,602,37.70764119601329,62.292358803986716
uniform,602,72.09302325581395,27.906976744186046
rayleigh,602,72.09302325581395,27.906976744186046
normal,612,68.62745098039215,31.372549019607842
binomial,612,56.209150326797385,43.790849673202615
exponential,612,32.84313725490196,67.15686274509804
poisson,612,56.372549019607845,43.627450980392155
laplace,612,78.92156862745098,21.07843137254902
logistic,612,67.97385620915033,32.02614379084967
uniform,612,34.31372549019608,65.68627450980392
rayleigh,612,38.23529411764706,61.76470588235294
normal,622,64.30868167202573,35.69131832797427
binomial,622,45.17684887459807,54.82315112540193
exponential,622,51.28617363344051,48.71382636655949
poisson,622,17.041800643086816,82.95819935691318
laplace,622,56.752411575562704,43.247588424437296
logistic,622,32.475884244372985,67.52411575562701
uniform,622,41.47909967845659,58.520900321543415
rayleigh,622,22.347266881028936,77.65273311897106
normal,632,44.462025316455694,55.5379746835443
binomial,632,84.65189873417721,15.348101265822786
exponential,632,46.360759493670884,53.63924050632911
poisson,632,33.860759493670884,66.13924050632912
laplace,632,66.77215189873418,33.22784810126582
logistic,632,47.310126582278485,52.68987341772152
uniform,632,35.28481012658228,64.71518987341773
rayleigh,632,53.63924050632911,46.360759493670884
normal,642,55.60747663551402,44.39252336448598
binomial,642,24.299065420560748,75.70093457943925
exponential,642,27.570093457943923,72.42990654205607
poisson,642,25.077881619937692,74.9221183800623
laplace,642,57.943925233644855,42.05607476635514
logistic,642,56.230529595015575,43.769470404984425
uniform,642,22.897196261682243,77.10280373831776
rayleigh,642,74.9221183800623,25.077881619937692
normal,652,73.46625766871165,26.533742331288344
binomial,652,65.03067484662577,34.96932515337423
exponential,652,44.171779141104295,55.828220858895705
poisson,652,57.82208588957055,42.17791411042945
laplace,652,80.98159509202453,19.018404907975462
logistic,652,69.6319018404908,30.368098159509206
uniform,652,43.86503067484663,56.13496932515337
rayleigh,652,70.0920245398773,29.9079754601227
normal,662,75.07552870090635,24.924471299093657
binomial,662,68.27794561933534,31.722054380664655
exponential,662,36.85800604229607,63.141993957703924
poisson,662,50.60422960725075,49.39577039274924
laplace,662,72.50755287009063,27.492447129909365
logistic,662,43.50453172205438,56.49546827794561
uniform,662,45.770392749244714,54.229607250755286
rayleigh,662,37.91540785498489,62.08459214501511
normal,672,22.470238095238095,77.52976190476191
binomial,672,78.42261904761905,21.577380952380953
exponential,672,34.375,65.625
poisson,672,68.89880952380952,31.101190476190478
laplace,672,36.75595238095239,63.24404761904761
logistic,672,47.32142857142857,52.67857142857143
uniform,672,57.14285714285714,42.857142857142854
rayleigh,672,71.72619047619048,28.273809523809522
normal,682,69.35483870967742,30.64516129032258
binomial,682,69.50146627565982,30.498533724340177
exponential,682,31.524926686217007,68.47507331378299
poisson,682,62.75659824046921,37.24340175953079
laplace,682,32.55131964809384,67.44868035190615
logistic,682,60.117302052785924,39.882697947214076
uniform,682,32.697947214076244,67.30205278592375
rayleigh,682,36.80351906158358,63.19648093841642
normal,692,44.653179190751445,55.346820809248555
binomial,692,46.96531791907515,53.03468208092485
exponential,692,28.32369942196532,71.67630057803468
poisson,692,51.300578034682076,48.69942196531792
laplace,692,54.33526011560693,45.664739884393065
logistic,692,75.57803468208093,24.421965317919074
uniform,692,63.005780346820806,36.99421965317919
rayleigh,692,41.32947976878613,58.67052023121387
normal,702,62.535612535612536,37.464387464387464
binomial,702,16.096866096866098,83.9031339031339
exponential,702,56.837606837606835,43.162393162393165
poisson,702,27.350427350427353,72.64957264957265
laplace,702,50.85470085470085,49.14529914529914
logistic,702,36.894586894586894,63.10541310541311
uniform,702,18.51851851851852,81.48148148148148
rayleigh,702,52.849002849002844,47.150997150997156
normal,712,35.95505617977528,64.04494382022472
binomial,712,43.53932584269663,56.46067415730337
exponential,712,60.95505617977528,39.04494382022472
poisson,712,52.6685393258427,47.331460674157306
laplace,712,79.49438202247191,20.50561797752809
logistic,712,76.68539325842697,23.314606741573034
uniform,712,23.314606741573034,76.68539325842697
rayleigh,712,66.15168539325843,33.848314606741575
normal,722,34.62603878116344,65.37396121883657
binomial,722,45.84487534626039,54.15512465373962
exponential,722,65.51246537396122,34.48753462603878
poisson,722,75.20775623268699,24.792243767313018
laplace,722,32.96398891966759,67.03601108033241
logistic,722,31.024930747922436,68.97506925207756
uniform,722,31.71745152354571,68.2825484764543
rayleigh,722,43.07479224376731,56.92520775623269
normal,732,76.63934426229508,23.36065573770492
binomial,732,61.338797814207645,38.66120218579235
exponential,732,42.62295081967213,57.377049180327866
poisson,732,35.65573770491803,64.34426229508196
laplace,732,25.136612021857925,74.86338797814209
logistic,732,66.2568306010929,33.7431693989071
uniform,732,21.311475409836063,78.68852459016394
rayleigh,732,26.366120218579237,73.63387978142076
normal,742,65.76819407008087,34.23180592991914
binomial,742,59.16442048517521,40.8355795148248
exponential,742,34.097035040431265,65.90296495956873
poisson,742,66.84636118598382,33.153638814016176
laplace,742,63.881401617250674,36.118598382749326
logistic,742,55.121293800539085,44.878706199460915
uniform,742,49.19137466307278,50.80862533692723
rayleigh,742,50.943396226415096,49.056603773584904
normal,752,27.393617021276594,72.6063829787234
binomial,752,69.68085106382979,30.319148936170215
exponential,752,69.14893617021278,30.851063829787233
poisson,752,82.31382978723404,17.68617021276596
laplace,752,23.93617021276596,76.06382978723404
logistic,752,31.25,68.75
uniform,752,75.66489361702128,24.335106382978726
rayleigh,752,23.27127659574468,76.72872340425532
normal,762,66.66666666666666,33.33333333333333
binomial,762,66.40419947506561,33.59580052493438
exponential,762,23.490813648293962,76.50918635170603
poisson,762,40.68241469816273,59.31758530183727
laplace,762,68.37270341207349,31.627296587926505
logistic,762,65.87926509186352,34.120734908136484
uniform,762,67.71653543307087,32.28346456692913
rayleigh,762,60.629921259842526,39.37007874015748
normal,772,23.186528497409327,76.81347150259067
binomial,772,58.93782383419689,41.06217616580311
exponential,772,40.284974093264246,59.715025906735754
poisson,772,51.29533678756477,48.704663212435236
laplace,772,32.38341968911917,67.61658031088082
logistic,772,75.64766839378238,24.352331606217618
uniform,772,41.839378238341965,58.16062176165803
rayleigh,772,26.295336787564764,73.70466321243524
normal,782,27.493606138107417,72.50639386189258
binomial,782,33.75959079283887,66.24040920716112
exponential,782,35.294117647058826,64.70588235294117
poisson,782,73.65728900255755,26.342710997442452
laplace,782,36.70076726342711,63.29923273657288
logistic,782,86.31713554987212,13.682864450127877
uniform,782,55.1150895140665,44.8849104859335
rayleigh,782,67.77493606138107,32.22506393861892
normal,792,73.35858585858585,26.641414141414145
binomial,792,23.484848484848484,76.51515151515152
exponential,792,48.484848484848484,51.515151515151516
poisson,792,60.22727272727273,39.77272727272727
laplace,792,55.68181818181818,44.31818181818182
logistic,792,79.16666666666666,20.833333333333336
uniform,792,56.060606060606055,43.93939393939394
rayleigh,792,42.55050505050505,57.44949494949495
normal,802,50.62344139650873,49.37655860349127
binomial,802,64.96259351620948,35.03740648379052
exponential,802,35.910224438902745,64.08977556109726
poisson,802,46.13466334164589,53.86533665835411
