Distribution,Trials,Won % switch, Won % non-switch
poisson,1892,63.74207188,36.25792812
laplace,1892,71.40591966,28.59408034
logistic,1892,46.0359408,53.9640592
uniform,1892,58.8794926,41.1205074
rayleigh,1892,62.63213531,37.36786469
normal,1902,32.70241851,67.29758149
binomial,1902,36.17245005,63.82754995
exponential,1902,39.58990536,60.41009464
poisson,1902,46.31966351,53.68033649
laplace,1902,26.28811777,73.71188223
logistic,1902,45.32071504,54.67928496
uniform,1902,45.11041009,54.88958991
rayleigh,1902,60.88328076,39.11671924
normal,1912,28.39958159,71.60041841
binomial,1912,40.84728033,59.15271967
exponential,1912,61.82008368,38.17991632
poisson,1912,34.57112971,65.42887029
laplace,1912,69.29916318,30.70083682
logistic,1912,62.44769874,37.55230126
uniform,1912,59.57112971,40.42887029
rayleigh,1912,19.19456067,80.80543933
normal,1922,68.67845994,31.32154006
binomial,1922,31.58168574,68.41831426
exponential,1922,17.32570239,82.67429761
poisson,1922,72.89281998,27.10718002
laplace,1922,74.14151925,25.85848075
logistic,1922,45.52549428,54.47450572
uniform,1922,65.40062435,34.59937565
rayleigh,1922,72.68470343,27.31529657
normal,1932,53.77846791,46.22153209
binomial,1932,38.5610766,61.4389234
exponential,1932,44.51345756,55.48654244
poisson,1932,28.4679089,71.5320911
laplace,1932,66.61490683,33.38509317
logistic,1932,39.18219462,60.81780538
uniform,1932,59.9378882,40.0621118
rayleigh,1932,52.27743271,47.72256729
normal,1942,42.89392379,57.10607621
binomial,1942,51.44181256,48.55818744
exponential,1942,23.48094748,76.51905252
poisson,1942,71.0607621,28.9392379
laplace,1942,80.22657055,19.77342945
logistic,1942,77.85787848,22.14212152
uniform,1942,42.89392379,57.10607621
rayleigh,1942,38.20803296,61.79196704
normal,1952,46.67008197,53.32991803
binomial,1952,63.7807377,36.2192623
exponential,1952,45.13319672,54.86680328
poisson,1952,18.69877049,81.30122951
laplace,1952,52.61270492,47.38729508
logistic,1952,55.94262295,44.05737705
uniform,1952,38.62704918,61.37295082
rayleigh,1952,26.63934426,73.36065574
normal,1962,73.70030581,26.29969419
binomial,1962,63.55759429,36.44240571
exponential,1962,26.70744139,73.29255861
poisson,1962,39.19469929,60.80530071
laplace,1962,30.12232416,69.87767584
logistic,1962,29.51070336,70.48929664
uniform,1962,22.78287462,77.21712538
rayleigh,1962,41.18246687,58.81753313
normal,1972,81.49087221,18.50912779
binomial,1972,76.52129817,23.47870183
exponential,1972,37.8296146,62.1703854
poisson,1972,40.77079108,59.22920892
laplace,1972,23.5801217,76.4198783
logistic,1972,61.51115619,38.48884381
uniform,1972,47.21095335,52.78904665
rayleigh,1972,55.831643,44.168357
normal,1982,37.94147326,62.05852674
binomial,1982,67.00302725,32.99697275
exponential,1982,71.49344097,28.50655903
poisson,1982,70.38345106,29.61654894
laplace,1982,78.80928355,21.19071645
logistic,1982,47.3259334,52.6740666
uniform,1982,29.7679112,70.2320888
rayleigh,1982,52.82542886,47.17457114
normal,1992,19.07630522,80.92369478
binomial,1992,39.50803213,60.49196787
exponential,1992,43.7248996,56.2751004
poisson,1992,49.04618474,50.95381526
laplace,1992,34.23694779,65.76305221
logistic,1992,55.52208835,44.47791165
uniform,1992,41.51606426,58.48393574
rayleigh,1992,39.75903614,60.24096386
normal,2002,27.82217782,72.17782218
binomial,2002,71.67832168,28.32167832
exponential,2002,47.1028971,52.8971029
poisson,2002,72.87712288,27.12287712
laplace,2002,26.47352647,73.52647353
logistic,2002,53.34665335,46.65334665
uniform,2002,34.91508492,65.08491508
rayleigh,2002,28.57142857,71.42857143
normal,2012,63.76739563,36.23260437
binomial,2012,78.82703777,21.17296223
exponential,2012,48.35984095,51.64015905
poisson,2012,33.3499006,66.6500994
laplace,2012,74.65208748,25.34791252
logistic,2012,64.31411531,35.68588469
uniform,2012,30.76540755,69.23459245
rayleigh,2012,31.0139165,68.9860835
normal,2022,52.37388724,47.62611276
binomial,2022,23.34322453,76.65677547
exponential,2022,55.44015826,44.55984174
poisson,2022,64.14441147,35.85558853
laplace,2022,57.27002967,42.72997033
logistic,2022,28.83283877,71.16716123
uniform,2022,25.42037587,74.57962413
rayleigh,2022,45.69732938,54.30267062
normal,2032,72.63779528,27.36220472
binomial,2032,16.97834646,83.02165354
exponential,2032,74.36023622,25.63976378
poisson,2032,34.20275591,65.79724409
laplace,2032,52.95275591,47.04724409
logistic,2032,65.10826772,34.89173228
uniform,2032,35.43307087,64.56692913
rayleigh,2032,17.02755906,82.97244094
normal,2042,22.82076396,77.17923604
binomial,2042,41.6748286,58.3251714
exponential,2042,53.52595495,46.47404505
poisson,2042,37.07149853,62.92850147
laplace,2042,33.3986288,66.6013712
logistic,2042,42.94809011,57.05190989
uniform,2042,40.89128306,59.10871694
rayleigh,2042,26.05288932,73.94711068
normal,2052,32.45614035,67.54385965
binomial,2052,67.30019493,32.69980507
exponential,2052,59.25925926,40.74074074
poisson,2052,64.76608187,35.23391813
laplace,2052,59.64912281,40.35087719
logistic,2052,33.91812865,66.08187135
uniform,2052,37.08576998,62.91423002
rayleigh,2052,81.62768031,18.37231969
normal,2062,32.54122211,67.45877789
binomial,2062,68.91367604,31.08632396
exponential,2062,62.41513094,37.58486906
poisson,2062,30.89233754,69.10766246
laplace,2062,49.12706111,50.87293889
logistic,2062,29.72841901,70.27158099
uniform,2062,69.49563531,30.50436469
rayleigh,2062,44.22890398,55.77109602
normal,2072,73.79343629,26.20656371
binomial,2072,64.09266409,35.90733591
exponential,2072,60.13513514,39.86486486
poisson,2072,49.37258687,50.62741313
laplace,2072,29.34362934,70.65637066
logistic,2072,76.73745174,23.26254826
uniform,2072,71.86293436,28.13706564
rayleigh,2072,42.47104247,57.52895753
normal,2082,65.46589817,34.53410183
binomial,2082,40.97022094,59.02977906
exponential,2082,31.8443804,68.1556196
poisson,2082,75.7925072,24.2074928
laplace,2082,29.10662824,70.89337176
logistic,2082,60.99903939,39.00096061
uniform,2082,68.34774256,31.65225744
rayleigh,2082,81.31604227,18.68395773
normal,2092,72.70554493,27.29445507
binomial,2092,23.90057361,76.09942639
exponential,2092,36.1376673,63.8623327
poisson,2092,85.65965583,14.34034417
laplace,2092,28.05927342,71.94072658
logistic,2092,43.59464627,56.40535373
uniform,2092,68.40344168,31.59655832
rayleigh,2092,43.97705545,56.02294455
normal,2102,42.29305423,57.70694577
binomial,2102,67.12654615,32.87345385
exponential,2102,72.74024738,27.25975262
poisson,2102,26.8791627,73.1208373
laplace,2102,55.51855376,44.48144624
logistic,2102,74.35775452,25.64224548
uniform,2102,27.64034253,72.35965747
rayleigh,2102,35.91817317,64.08182683
normal,2112,64.77272727,35.22727273
binomial,2112,32.76515152,67.23484848
exponential,2112,64.77272727,35.22727273
poisson,2112,35.65340909,64.34659091
laplace,2112,66.19318182,33.80681818
logistic,2112,50.56818182,49.43181818
uniform,2112,54.97159091,45.02840909
rayleigh,2112,62.87878788,37.12121212
normal,2122,53.67577757,46.32422243
binomial,2122,34.44863336,65.55136664
exponential,2122,60.36757776,39.63242224
poisson,2122,56.22054665,43.77945335
laplace,2122,35.57964185,64.42035815
logistic,2122,33.17624882,66.82375118
uniform,2122,47.07822809,52.92177191
rayleigh,2122,46.41847314,53.58152686
normal,2132,34.47467167,65.52532833
binomial,2132,54.08067542,45.91932458
exponential,2132,64.30581614,35.69418386
poisson,2132,70.26266417,29.73733583
laplace,2132,45.59099437,54.40900563
logistic,2132,48.96810507,51.03189493
uniform,2132,32.03564728,67.96435272
rayleigh,2132,23.12382739,76.87617261
normal,2142,70.21475257,29.78524743
binomial,2142,63.02521008,36.97478992
exponential,2142,49.01960784,50.98039216
poisson,2142,51.86741363,48.13258637
laplace,2142,50.04668534,49.95331466
logistic,2142,42.1101774,57.8898226
uniform,2142,47.4789916,52.5210084
rayleigh,2142,29.27170868,70.72829132
normal,2152,19.65613383,80.34386617
binomial,2152,78.99628253,21.00371747
exponential,2152,61.84944238,38.15055762
poisson,2152,35.68773234,64.31226766
laplace,2152,74.53531599,25.46468401
logistic,2152,48.88475836,51.11524164
uniform,2152,34.75836431,65.24163569
rayleigh,2152,44.51672862,55.48327138
normal,2162,70.99907493,29.00092507
binomial,2162,40.7493062,59.2506938
exponential,2162,27.84458834,72.15541166
poisson,2162,46.99352451,53.00647549
laplace,2162,70.39777983,29.60222017
logistic,2162,58.92691952,41.07308048
uniform,2162,73.54301573,26.45698427
rayleigh,2162,31.40610546,68.59389454
normal,2172,43.18600368,56.81399632
binomial,2172,69.15285451,30.84714549
exponential,2172,22.60589319,77.39410681
poisson,2172,39.96316759,60.03683241
laplace,2172,70.21178637,29.78821363
logistic,2172,64.82504604,35.17495396
uniform,2172,73.11233886,26.88766114
rayleigh,2172,36.4640884,63.5359116
normal,2182,32.263978,67.736022
binomial,2182,82.5847846,17.4152154
exponential,2182,29.97250229,70.02749771
poisson,2182,70.16498625,29.83501375
laplace,2182,63.15307058,36.84692942
logistic,2182,74.38130156,25.61869844
uniform,2182,45.73785518,54.26214482
rayleigh,2182,59.44087993,40.55912007
normal,2192,33.85036496,66.14963504
binomial,2192,33.85036496,66.14963504
exponential,2192,16.83394161,83.16605839
poisson,2192,61.77007299,38.22992701
laplace,2192,70.71167883,29.28832117
logistic,2192,65.73905109,34.26094891
uniform,2192,71.94343066,28.05656934
rayleigh,2192,51.45985401,48.54014599
normal,2202,68.9373297,31.0626703
binomial,2202,36.92098093,63.07901907
exponential,2202,76.33969119,23.66030881
poisson,2202,55.0862852,44.9137148
laplace,2202,71.84377838,28.15622162
logistic,2202,31.51680291,68.48319709
uniform,2202,20.52679382,79.47320618
rayleigh,2202,71.11716621,28.88283379
normal,2212,40.0994575,59.9005425
binomial,2212,62.34177215,37.65822785
exponential,2212,24.14104882,75.85895118
poisson,2212,47.2875226,52.7124774
laplace,2212,70.56962025,29.43037975
logistic,2212,64.01446655,35.98553345
uniform,2212,41.4556962,58.5443038
rayleigh,2212,60.9403255,39.0596745
normal,2222,35.68856886,64.31143114
binomial,2222,43.56435644,56.43564356
exponential,2222,47.74977498,52.25022502
poisson,2222,65.97659766,34.02340234
laplace,2222,46.53465347,53.46534653
logistic,2222,73.26732673,26.73267327
uniform,2222,65.93159316,34.06840684
rayleigh,2222,39.46894689,60.53105311
normal,2232,69.26523297,30.73476703
binomial,2232,58.19892473,41.80107527
exponential,2232,77.3297491,22.6702509
poisson,2232,37.41039427,62.58960573
laplace,2232,35.5734767,64.4265233
logistic,2232,25.62724014,74.37275986
uniform,2232,47.8046595,52.1953405
rayleigh,2232,23.52150538,76.47849462
normal,2242,59.1882248,40.8117752
binomial,2242,67.17216771,32.82783229
exponential,2242,72.8367529,27.1632471
poisson,2242,63.69313113,36.30686887
laplace,2242,51.33809099,48.66190901
logistic,2242,72.7029438,27.2970562
uniform,2242,36.30686887,63.69313113
rayleigh,2242,50.84745763,49.15254237
normal,2252,82.19360568,17.80639432
binomial,2252,28.46358792,71.53641208
exponential,2252,75.26642984,24.73357016
poisson,2252,51.15452931,48.84547069
laplace,2252,77.13143872,22.86856128
logistic,2252,62.69982238,37.30017762
uniform,2252,65.27531083,34.72468917
rayleigh,2252,38.14387211,61.85612789
normal,2262,41.95402299,58.04597701
binomial,2262,52.5198939,47.4801061
exponential,2262,75.28735632,24.71264368
poisson,2262,15.20778073,84.79221927
laplace,2262,53.13881521,46.86118479
logistic,2262,79.57559682,20.42440318
uniform,2262,19.23076923,80.76923077
rayleigh,2262,78.51458886,21.48541114
normal,2272,38.82042254,61.17957746
binomial,2272,42.95774648,57.04225352
exponential,2272,36.0915493,63.9084507
poisson,2272,41.90140845,58.09859155
laplace,2272,33.2306338,66.7693662
logistic,2272,46.34683099,53.65316901
uniform,2272,45.68661972,54.31338028
rayleigh,2272,43.04577465,56.95422535
normal,2282,48.68536372,51.31463628
binomial,2282,33.96143734,66.03856266
exponential,2282,78.57142857,21.42857143
poisson,2282,76.90622261,23.09377739
laplace,2282,48.46625767,51.53374233
logistic,2282,54.11919369,45.88080631
uniform,2282,49.47414549,50.52585451
rayleigh,2282,72.43645925,27.56354075
normal,2292,66.09947644,33.90052356
binomial,2292,51.91972077,48.08027923
exponential,2292,43.67364747,56.32635253
poisson,2292,79.84293194,20.15706806
laplace,2292,38.30715532,61.69284468
logistic,2292,33.63874346,66.36125654
uniform,2292,27.57417103,72.42582897
rayleigh,2292,19.41535777,80.58464223
normal,2302,79.3657689,20.6342311
binomial,2302,40.39965248,59.60034752
exponential,2302,36.18592528,63.81407472
poisson,2302,60.25195482,39.74804518
laplace,2302,64.42224153,35.57775847
logistic,2302,35.92528236,64.07471764
uniform,2302,59.0356212,40.9643788
rayleigh,2302,25.32580365,74.67419635
normal,2312,43.59861592,56.40138408
binomial,2312,76.34083045,23.65916955
exponential,2312,65.61418685,34.38581315
poisson,2312,36.11591696,63.88408304
laplace,2312,67.8633218,32.1366782
logistic,2312,31.96366782,68.03633218
uniform,2312,59.08304498,40.91695502
rayleigh,2312,55.92560554,44.07439446
normal,2322,55.68475452,44.31524548
binomial,2322,42.50645995,57.49354005
exponential,2322,76.44272179,23.55727821
poisson,2322,27.99310939,72.00689061
laplace,2322,37.38156761,62.61843239
logistic,2322,75.19379845,24.80620155
uniform,2322,63.91042205,36.08957795
rayleigh,2322,87.68303187,12.31696813
normal,2332,42.58147513,57.41852487
binomial,2332,28.13036021,71.86963979
exponential,2332,26.11492281,73.88507719
poisson,2332,83.66209262,16.33790738
laplace,2332,56.04631218,43.95368782
logistic,2332,32.54716981,67.45283019
uniform,2332,66.85248714,33.14751286
rayleigh,2332,36.06346484,63.93653516
normal,2342,35.18360376,64.81639624
binomial,2342,65.32877882,34.67122118
exponential,2342,31.21263877,68.78736123
poisson,2342,66.18274979,33.81725021
laplace,2342,62.80956447,37.19043553
logistic,2342,40.00853971,59.99146029
uniform,2342,45.73014518,54.26985482
rayleigh,2342,11.82749787,88.17250213
normal,2352,59.65136054,40.34863946
binomial,2352,39.24319728,60.75680272
exponential,2352,45.91836735,54.08163265
poisson,2352,40.39115646,59.60884354
laplace,2352,27.21088435,72.78911565
logistic,2352,57.90816327,42.09183673
uniform,2352,55.6122449,44.3877551
rayleigh,2352,17.72959184,82.27040816
normal,2362,46.82472481,53.17527519
binomial,2362,79.33954276,20.66045724
exponential,2362,41.53259949,58.46740051
poisson,2362,74.21676545,25.78323455
laplace,2362,24.42845047,75.57154953
logistic,2362,63.12447079,36.87552921
uniform,2362,79.9745978,20.0254022
rayleigh,2362,26.33361558,73.66638442
normal,2372,63.44856661,36.55143339
binomial,2372,55.81787521,44.18212479
exponential,2372,51.13827993,48.86172007
poisson,2372,30.01686341,69.98313659
laplace,2372,58.47386172,41.52613828
logistic,2372,30.77571669,69.22428331
uniform,2372,61.00337268,38.99662732
rayleigh,2372,37.0994941,62.9005059
normal,2382,76.65827036,23.34172964
binomial,2382,60.4534005,39.5465995
exponential,2382,27.12006717,72.87993283
poisson,2382,44.71032746,55.28967254
laplace,2382,47.3131822,52.6868178
logistic,2382,43.99664148,56.00335852
uniform,2382,55.24769102,44.75230898
rayleigh,2382,28.37951301,71.62048699
normal,2392,46.40468227,53.59531773
binomial,2392,58.23578595,41.76421405
exponential,2392,44.77424749,55.22575251
poisson,2392,22.11538462,77.88461538
laplace,2392,58.48662207,41.51337793
logistic,2392,48.70401338,51.29598662
uniform,2392,58.69565217,41.30434783
rayleigh,2392,25.6270903,74.3729097
normal,2402,36.01165695,63.98834305
binomial,2402,19.40049958,80.59950042
exponential,2402,43.50541216,56.49458784
poisson,2402,52.20649459,47.79350541
laplace,2402,76.18651124,23.81348876
logistic,2402,18.4429642,81.5570358
uniform,2402,50.16652789,49.83347211
rayleigh,2402,46.29475437,53.70524563
normal,2412,61.60862355,38.39137645
binomial,2412,79.3946932,20.6053068
exponential,2412,72.05638474,27.94361526
poisson,2412,75.49751244,24.50248756
laplace,2412,20.81260365,79.18739635
logistic,2412,35.44776119,64.55223881
uniform,2412,37.02321725,62.97678275
rayleigh,2412,73.83913765,26.16086235
normal,2422,89.7192403,10.2807597
binomial,2422,26.54830718,73.45169282
exponential,2422,57.3492981,42.6507019
poisson,2422,51.11478117,48.88521883
laplace,2422,62.84062758,37.15937242
logistic,2422,25.88769612,74.11230388
uniform,2422,48.43104872,51.56895128
rayleigh,2422,42.40297275,57.59702725
normal,2432,34.08717105,65.91282895
binomial,2432,40.625,59.375
exponential,2432,72.36842105,27.63157895
poisson,2432,73.80756579,26.19243421
laplace,2432,84.21052632,15.78947368
logistic,2432,31.29111842,68.70888158
uniform,2432,83.47039474,16.52960526
rayleigh,2432,44.65460526,55.34539474
normal,2442,56.18345618,43.81654382
binomial,2442,52.37510238,47.62489762
exponential,2442,36.11793612,63.88206388
poisson,2442,69.6969697,30.3030303
laplace,2442,40.09009009,59.90990991
logistic,2442,57.04340704,42.95659296
uniform,2442,39.02538903,60.97461097
rayleigh,2442,79.97542998,20.02457002
normal,2452,73.4502447,26.5497553
binomial,2452,34.62479608,65.37520392
exponential,2452,82.91190865,17.08809135
poisson,2452,71.16639478,28.83360522
laplace,2452,62.39804241,37.60195759
logistic,2452,46.16639478,53.83360522
uniform,2452,72.55301794,27.44698206
rayleigh,2452,69.045677,30.954323
normal,2462,55.84890333,44.15109667
binomial,2462,29.8943948,70.1056052
exponential,2462,21.12103981,78.87896019
poisson,2462,30.74735987,69.25264013
laplace,2462,73.39561332,26.60438668
logistic,2462,78.59463851,21.40536149
uniform,2462,67.05930138,32.94069862
rayleigh,2462,79.56945573,20.43054427
normal,2472,33.33333333,66.66666667
binomial,2472,77.99352751,22.00647249
exponential,2472,86.32686084,13.67313916
poisson,2472,27.83171521,72.16828479
laplace,2472,37.62135922,62.37864078
logistic,2472,44.6197411,55.3802589
uniform,2472,40.57443366,59.42556634
rayleigh,2472,29.12621359,70.87378641
normal,2482,51.89363417,48.10636583
binomial,2482,57.49395649,42.50604351
exponential,2482,63.73892023,36.26107977
poisson,2482,71.35374698,28.64625302
laplace,2482,43.19097502,56.80902498
logistic,2482,57.17163578,42.82836422
uniform,2482,27.3166801,72.6833199
rayleigh,2482,58.70265915,41.29734085
normal,2492,31.21990369,68.78009631
binomial,2492,78.89245586,21.10754414
exponential,2492,83.66773676,16.33226324
poisson,2492,33.02568218,66.97431782
laplace,2492,25.48154093,74.51845907
logistic,2492,60.23274478,39.76725522
uniform,2492,27.929374,72.070626
rayleigh,2492,55.21669342,44.78330658
normal,2502,41.2470024,58.7529976
binomial,2502,72.62190248,27.37809752
exponential,2502,26.13908873,73.86091127
poisson,2502,38.68904876,61.31095124
laplace,2502,20.14388489,79.85611511
logistic,2502,27.93764988,72.06235012
uniform,2502,23.54116707,76.45883293
rayleigh,2502,60.91127098,39.08872902
normal,2512,49.16401274,50.83598726
binomial,2512,78.42356688,21.57643312
exponential,2512,44.38694268,55.61305732
poisson,2512,68.11305732,31.88694268
laplace,2512,49.60191083,50.39808917
logistic,2512,60.39012739,39.60987261
uniform,2512,77.98566879,22.01433121
rayleigh,2512,56.0111465,43.9888535
normal,2522,25.93180016,74.06819984
binomial,2522,39.17525773,60.82474227
exponential,2522,44.48850119,55.51149881
poisson,2522,52.26011102,47.73988898
laplace,2522,67.2482157,32.7517843
logistic,2522,56.62172879,43.37827121
uniform,2522,16.73275178,83.26724822
rayleigh,2522,69.11181602,30.88818398
normal,2532,26.30331754,73.69668246
binomial,2532,85.50552923,14.49447077
exponential,2532,66.03475513,33.96524487
poisson,2532,53.15955766,46.84044234
laplace,2532,53.19905213,46.80094787
logistic,2532,69.27330174,30.72669826
uniform,2532,27.88309637,72.11690363
rayleigh,2532,58.41232227,41.58767773
normal,2542,63.25727773,36.74272227
binomial,2542,35.24783635,64.75216365
exponential,2542,65.46026751,34.53973249
poisson,2542,69.74822974,30.25177026
laplace,2542,70.41699449,29.58300551
logistic,2542,35.16915814,64.83084186
uniform,2542,15.97167585,84.02832415
rayleigh,2542,36.86073958,63.13926042
normal,2552,18.18181818,81.81818182
binomial,2552,70.96394984,29.03605016
exponential,2552,25.39184953,74.60815047
poisson,2552,44.35736677,55.64263323
laplace,2552,41.57523511,58.42476489
logistic,2552,15.28213166,84.71786834
uniform,2552,45.65047022,54.34952978
rayleigh,2552,55.01567398,44.98432602
normal,2562,15.10538642,84.89461358
binomial,2562,79.9765808,20.0234192
exponential,2562,69.75019516,30.24980484
poisson,2562,56.51834504,43.48165496
laplace,2562,72.95081967,27.04918033
logistic,2562,43.48165496,56.51834504
uniform,2562,39.73458236,60.26541764
rayleigh,2562,50.58548009,49.41451991
normal,2572,82.23172628,17.76827372
binomial,2572,73.71695179,26.28304821
exponential,2572,51.7496112,48.2503888
poisson,2572,76.08864697,23.91135303
laplace,2572,42.26283048,57.73716952
logistic,2572,27.99377916,72.00622084
uniform,2572,52.52721617,47.47278383
rayleigh,2572,66.01866252,33.98133748
normal,2582,69.13245546,30.86754454
binomial,2582,36.71572424,63.28427576
exponential,2582,76.06506584,23.93493416
poisson,2582,87.25793958,12.74206042
laplace,2582,30.98373354,69.01626646
logistic,2582,55.57707204,44.42292796
uniform,2582,34.27575523,65.72424477
rayleigh,2582,47.52130132,52.47869868
normal,2592,61.8441358,38.1558642
binomial,2592,28.125,71.875
exponential,2592,32.90895062,67.09104938
poisson,2592,66.08796296,33.91203704
laplace,2592,74.57561728,25.42438272
logistic,2592,78.62654321,21.37345679
uniform,2592,34.22067901,65.77932099
rayleigh,2592,42.16820988,57.83179012
normal,2602,42.08301307,57.91698693
binomial,2602,75.05764796,24.94235204
exponential,2602,84.78093774,15.21906226
poisson,2602,60.68408916,39.31591084
laplace,2602,74.78862414,25.21137586
logistic,2602,41.04534973,58.95465027
uniform,2602,67.71714066,32.28285934
rayleigh,2602,60.79938509,39.20061491
normal,2612,34.60949464,65.39050536
binomial,2612,61.17917305,38.82082695
exponential,2612,64.89280245,35.10719755
poisson,2612,31.12557427,68.87442573
laplace,2612,76.9525268,23.0474732
logistic,2612,49.92343032,50.07656968
uniform,2612,44.60183767,55.39816233
rayleigh,2612,57.8101072,42.1898928
normal,2622,59.76353928,40.23646072
binomial,2622,80.39664378,19.60335622
exponential,2622,27.80320366,72.19679634
poisson,2622,47.36842105,52.63157895
laplace,2622,63.76811594,36.23188406
logistic,2622,61.25095347,38.74904653
uniform,2622,22.27307399,77.72692601
rayleigh,2622,34.51563692,65.48436308
normal,2632,61.89209726,38.10790274
binomial,2632,37.6899696,62.3100304
exponential,2632,52.08966565,47.91033435
poisson,2632,76.29179331,23.70820669
laplace,2632,42.17325228,57.82674772
logistic,2632,65.04559271,34.95440729
uniform,2632,36.70212766,63.29787234
rayleigh,2632,49.31610942,50.68389058
normal,2642,37.85011355,62.14988645
binomial,2642,18.77365632,81.22634368
exponential,2642,72.93716881,27.06283119
poisson,2642,41.25662377,58.74337623
laplace,2642,40.2346707,59.7653293
logistic,2642,57.19152157,42.80847843
uniform,2642,50.26495079,49.73504921
rayleigh,2642,13.02043906,86.97956094
normal,2652,29.4494721,70.5505279
binomial,2652,61.50075415,38.49924585
exponential,2652,53.09200603,46.90799397
poisson,2652,26.28205128,73.71794872
laplace,2652,69.98491704,30.01508296
logistic,2652,52.07390649,47.92609351
uniform,2652,73.11463047,26.88536953
rayleigh,2652,28.31825038,71.68174962
normal,2662,59.80465815,40.19534185
binomial,2662,47.89631856,52.10368144
exponential,2662,35.23666416,64.76333584
poisson,2662,70.43576258,29.56423742
laplace,2662,31.55522164,68.44477836
logistic,2662,73.85424493,26.14575507
uniform,2662,14.83846732,85.16153268
rayleigh,2662,17.69346356,82.30653644
normal,2672,77.24550898,22.75449102
binomial,2672,71.78143713,28.21856287
exponential,2672,72.38023952,27.61976048
poisson,2672,73.20359281,26.79640719
laplace,2672,33.12125749,66.87874251
logistic,2672,59.50598802,40.49401198
uniform,2672,35.81586826,64.18413174
rayleigh,2672,66.31736527,33.68263473
normal,2682,44.85458613,55.14541387
binomial,2682,74.08650261,25.91349739
exponential,2682,17.7852349,82.2147651
poisson,2682,42.50559284,57.49440716
laplace,2682,53.50484713,46.49515287
logistic,2682,60.70096943,39.29903057
uniform,2682,35.19761372,64.80238628
rayleigh,2682,16.25652498,83.74347502
normal,2692,43.79643388,56.20356612
binomial,2692,68.83358098,31.16641902
exponential,2692,37.03566122,62.96433878
poisson,2692,60.62407132,39.37592868
laplace,2692,52.08023774,47.91976226
logistic,2692,46.35958395,53.64041605
uniform,2692,50.78008915,49.21991085
rayleigh,2692,46.47102526,53.52897474
normal,2702,34.23390081,65.76609919
binomial,2702,66.80236862,33.19763138
exponential,2702,42.63508512,57.36491488
poisson,2702,84.8630644,15.1369356
laplace,2702,27.49814952,72.50185048
logistic,2702,32.30940044,67.69059956
uniform,2702,32.45743893,67.54256107
rayleigh,2702,64.35973353,35.64026647
normal,2712,39.19616519,60.80383481
binomial,2712,66.8879056,33.1120944
exponential,2712,22.27138643,77.72861357
poisson,2712,28.53982301,71.46017699
laplace,2712,36.98377581,63.01622419
logistic,2712,19.7640118,80.2359882
uniform,2712,52.13864307,47.86135693
rayleigh,2712,63.71681416,36.28318584
normal,2722,73.84276267,26.15723733
binomial,2722,63.66642175,36.33357825
exponential,2722,75.86333578,24.13666422
poisson,2722,29.16972814,70.83027186
laplace,2722,45.26083762,54.73916238
logistic,2722,53.82072006,46.17927994
uniform,2722,41.2564291,58.7435709
rayleigh,2722,51.50624541,48.49375459
normal,2732,54.61200586,45.38799414
binomial,2732,44.10688141,55.89311859
exponential,2732,39.45827233,60.54172767
poisson,2732,30.12445095,69.87554905
laplace,2732,61.71303075,38.28696925
logistic,2732,76.57393851,23.42606149
uniform,2732,62.37188873,37.62811127
rayleigh,2732,66.94729136,33.05270864
normal,2742,64.4055434,35.5944566
binomial,2742,68.49015317,31.50984683
exponential,2742,29.86870897,70.13129103
poisson,2742,43.25309993,56.74690007
laplace,2742,27.93581327,72.06418673
logistic,2742,59.55506929,40.44493071
uniform,2742,35.74033552,64.25966448
rayleigh,2742,77.64405543,22.35594457
normal,2752,36.66424419,63.33575581
binomial,2752,32.30377907,67.69622093
exponential,2752,17.87790698,82.12209302
poisson,2752,58.39389535,41.60610465
laplace,2752,29.65116279,70.34883721
logistic,2752,65.26162791,34.73837209
uniform,2752,41.7877907,58.2122093
rayleigh,2752,22.81976744,77.18023256
normal,2762,65.82186821,34.17813179
binomial,2762,65.9666908,34.0333092
exponential,2762,74.43881245,25.56118755
poisson,2762,72.62853005,27.37146995
laplace,2762,22.70094135,77.29905865
logistic,2762,75.63359884,24.36640116
uniform,2762,26.86459088,73.13540912
rayleigh,2762,45.51049964,54.48950036
normal,2772,45.63492063,54.36507937
binomial,2772,40.36796537,59.63203463
exponential,2772,51.58730159,48.41269841
poisson,2772,50.82972583,49.17027417
laplace,2772,25.82972583,74.17027417
logistic,2772,30.41125541,69.58874459
uniform,2772,31.6017316,68.3982684
rayleigh,2772,71.03174603,28.96825397
normal,2782,36.7721064,63.2278936
binomial,2782,68.72753415,31.27246585
exponential,2782,57.80014378,42.19985622
poisson,2782,67.82890007,32.17109993
laplace,2782,73.75988497,26.24011503
logistic,2782,43.42199856,56.57800144
uniform,2782,36.48454349,63.51545651
rayleigh,2782,78.64845435,21.35154565
normal,2792,22.56446991,77.43553009
binomial,2792,74.64183381,25.35816619
exponential,2792,67.55014327,32.44985673
poisson,2792,59.88538682,40.11461318
laplace,2792,59.34813754,40.65186246
logistic,2792,46.27507163,53.72492837
uniform,2792,27.4713467,72.5286533
rayleigh,2792,25.71633238,74.28366762
normal,2802,57.20913633,42.79086367
binomial,2802,53.14061385,46.85938615
exponential,2802,58.31548894,41.68451106
poisson,2802,56.35260528,43.64739472
laplace,2802,36.29550321,63.70449679
logistic,2802,24.58957887,75.41042113
