Distribution,Trials,Won % switch, Won % non-switch
logistic,972,53.08641975,46.91358025
uniform,972,75,25
rayleigh,972,20.57613169,79.42386831
normal,982,58.55397149,41.44602851
binomial,982,70.16293279,29.83706721
exponential,982,70.26476578,29.73523422
poisson,982,27.69857434,72.30142566
laplace,982,69.14460285,30.85539715
logistic,982,47.86150713,52.13849287
uniform,982,44.09368635,55.90631365
rayleigh,982,26.57841141,73.42158859
normal,992,56.55241935,43.44758065
binomial,992,18.24596774,81.75403226
exponential,992,22.58064516,77.41935484
poisson,992,66.43145161,33.56854839
laplace,992,31.65322581,68.34677419
logistic,992,39.91935484,60.08064516
uniform,992,73.08467742,26.91532258
rayleigh,992,41.83467742,58.16532258
normal,1002,46.20758483,53.79241517
binomial,1002,32.33532934,67.66467066
exponential,1002,34.03193613,65.96806387
poisson,1002,57.38522954,42.61477046
laplace,1002,69.46107784,30.53892216
logistic,1002,43.81237525,56.18762475
uniform,1002,44.71057884,55.28942116
rayleigh,1002,44.31137725,55.68862275
normal,1012,54.64426877,45.35573123
binomial,1012,75.19762846,24.80237154
exponential,1012,69.07114625,30.92885375
poisson,1012,46.64031621,53.35968379
laplace,1012,53.55731225,46.44268775
logistic,1012,30.63241107,69.36758893
uniform,1012,50,50
rayleigh,1012,45.65217391,54.34782609
normal,1022,22.79843444,77.20156556
binomial,1022,45.20547945,54.79452055
exponential,1022,69.66731898,30.33268102
poisson,1022,58.80626223,41.19373777
laplace,1022,34.44227006,65.55772994
logistic,1022,66.73189824,33.26810176
uniform,1022,63.69863014,36.30136986
rayleigh,1022,70.05870841,29.94129159
normal,1032,65.40697674,34.59302326
binomial,1032,36.04651163,63.95348837
exponential,1032,46.22093023,53.77906977
poisson,1032,47.57751938,52.42248062
laplace,1032,59.59302326,40.40697674
logistic,1032,59.01162791,40.98837209
uniform,1032,55.81395349,44.18604651
rayleigh,1032,21.41472868,78.58527132
normal,1042,14.68330134,85.31669866
binomial,1042,56.90978887,43.09021113
exponential,1042,21.49712092,78.50287908
poisson,1042,61.90019194,38.09980806
laplace,1042,48.84836852,51.15163148
logistic,1042,61.61228407,38.38771593
uniform,1042,72.16890595,27.83109405
rayleigh,1042,39.15547025,60.84452975
normal,1052,85.07604563,14.92395437
binomial,1052,24.33460076,75.66539924
exponential,1052,18.0608365,81.9391635
poisson,1052,30.41825095,69.58174905
laplace,1052,33.65019011,66.34980989
logistic,1052,64.1634981,35.8365019
uniform,1052,36.02661597,63.97338403
rayleigh,1052,67.01520913,32.98479087
normal,1062,74.7645951,25.2354049
binomial,1062,75.42372881,24.57627119
exponential,1062,37.85310734,62.14689266
poisson,1062,56.21468927,43.78531073
laplace,1062,50.75329567,49.24670433
logistic,1062,29.84934087,70.15065913
uniform,1062,79.28436911,20.71563089
rayleigh,1062,43.12617702,56.87382298
normal,1072,77.42537313,22.57462687
binomial,1072,59.70149254,40.29850746
exponential,1072,56.52985075,43.47014925
poisson,1072,34.8880597,65.1119403
laplace,1072,62.68656716,37.31343284
logistic,1072,31.15671642,68.84328358
uniform,1072,48.78731343,51.21268657
rayleigh,1072,53.26492537,46.73507463
normal,1082,40.66543438,59.33456562
binomial,1082,75.2310536,24.7689464
exponential,1082,34.47319778,65.52680222
poisson,1082,71.62661738,28.37338262
laplace,1082,36.32162662,63.67837338
logistic,1082,72.92051756,27.07948244
uniform,1082,42.14417745,57.85582255
rayleigh,1082,41.40480591,58.59519409
normal,1092,41.02564103,58.97435897
binomial,1092,39.01098901,60.98901099
exponential,1092,66.02564103,33.97435897
poisson,1092,73.71794872,26.28205128
laplace,1092,44.04761905,55.95238095
logistic,1092,28.57142857,71.42857143
uniform,1092,45.97069597,54.02930403
rayleigh,1092,48.16849817,51.83150183
normal,1102,49.54627949,50.45372051
binomial,1102,40.19963702,59.80036298
exponential,1102,32.48638838,67.51361162
poisson,1102,74.50090744,25.49909256
laplace,1102,50,50
logistic,1102,35.93466425,64.06533575
uniform,1102,26.58802178,73.41197822
rayleigh,1102,23.13974592,76.86025408
normal,1112,36.69064748,63.30935252
binomial,1112,75.35971223,24.64028777
exponential,1112,17.26618705,82.73381295
poisson,1112,55.84532374,44.15467626
laplace,1112,38.93884892,61.06115108
logistic,1112,60.97122302,39.02877698
uniform,1112,62.05035971,37.94964029
rayleigh,1112,37.58992806,62.41007194
normal,1122,36.45276292,63.54723708
binomial,1122,37.96791444,62.03208556
exponential,1122,63.01247772,36.98752228
poisson,1122,32.0855615,67.9144385
laplace,1122,38.5026738,61.4973262
logistic,1122,25.13368984,74.86631016
uniform,1122,54.45632799,45.54367201
rayleigh,1122,37.96791444,62.03208556
normal,1132,47.17314488,52.82685512
binomial,1132,34.01060071,65.98939929
exponential,1132,48.67491166,51.32508834
poisson,1132,74.11660777,25.88339223
laplace,1132,78.44522968,21.55477032
logistic,1132,24.73498233,75.26501767
uniform,1132,29.06360424,70.93639576
rayleigh,1132,62.36749117,37.63250883
normal,1142,36.42732049,63.57267951
binomial,1142,28.63397548,71.36602452
exponential,1142,62.34676007,37.65323993
poisson,1142,83.09982487,16.90017513
laplace,1142,38.26619965,61.73380035
logistic,1142,78.10858144,21.89141856
uniform,1142,34.58844133,65.41155867
rayleigh,1142,55.51663748,44.48336252
normal,1152,44.27083333,55.72916667
binomial,1152,36.80555556,63.19444444
exponential,1152,69.35763889,30.64236111
poisson,1152,51.90972222,48.09027778
laplace,1152,71.78819444,28.21180556
logistic,1152,50.08680556,49.91319444
uniform,1152,58.24652778,41.75347222
rayleigh,1152,59.89583333,40.10416667
normal,1162,71.85886403,28.14113597
binomial,1162,21.08433735,78.91566265
exponential,1162,53.95869191,46.04130809
poisson,1162,67.72805508,32.27194492
laplace,1162,32.70223752,67.29776248
logistic,1162,75.47332186,24.52667814
uniform,1162,74.52667814,25.47332186
rayleigh,1162,56.45438898,43.54561102
normal,1172,16.80887372,83.19112628
binomial,1172,35.83617747,64.16382253
exponential,1172,36.6894198,63.3105802
poisson,1172,26.87713311,73.12286689
laplace,1172,35.32423208,64.67576792
logistic,1172,66.29692833,33.70307167
uniform,1172,64.93174061,35.06825939
rayleigh,1172,49.82935154,50.17064846
normal,1182,36.29441624,63.70558376
binomial,1182,48.47715736,51.52284264
exponential,1182,43.99323181,56.00676819
poisson,1182,45.51607445,54.48392555
laplace,1182,36.37901861,63.62098139
logistic,1182,37.73265651,62.26734349
uniform,1182,70.47377327,29.52622673
rayleigh,1182,55.83756345,44.16243655
normal,1192,42.19798658,57.80201342
binomial,1192,38.75838926,61.24161074
exponential,1192,54.44630872,45.55369128
poisson,1192,30.11744966,69.88255034
laplace,1192,61.49328859,38.50671141
logistic,1192,59.22818792,40.77181208
uniform,1192,29.69798658,70.30201342
rayleigh,1192,55.53691275,44.46308725
normal,1202,69.30116473,30.69883527
binomial,1202,32.19633943,67.80366057
exponential,1202,34.359401,65.640599
poisson,1202,23.7936772,76.2063228
laplace,1202,67.63727121,32.36272879
logistic,1202,33.36106489,66.63893511
uniform,1202,28.45257903,71.54742097
rayleigh,1202,61.14808652,38.85191348
normal,1212,55.61056106,44.38943894
binomial,1212,36.55115512,63.44884488
exponential,1212,48.43234323,51.56765677
poisson,1212,29.12541254,70.87458746
laplace,1212,58.33333333,41.66666667
logistic,1212,49.42244224,50.57755776
uniform,1212,58.74587459,41.25412541
rayleigh,1212,65.01650165,34.98349835
normal,1222,55.15548282,44.84451718
binomial,1222,45.25368249,54.74631751
exponential,1222,42.06219313,57.93780687
poisson,1222,37.31587561,62.68412439
laplace,1222,44.27168576,55.72831424
logistic,1222,33.38788871,66.61211129
uniform,1222,58.9198036,41.0801964
rayleigh,1222,58.18330606,41.81669394
normal,1232,44.96753247,55.03246753
binomial,1232,22.56493506,77.43506494
exponential,1232,54.70779221,45.29220779
poisson,1232,37.58116883,62.41883117
laplace,1232,42.28896104,57.71103896
logistic,1232,70.21103896,29.78896104
uniform,1232,65.25974026,34.74025974
rayleigh,1232,31.81818182,68.18181818
normal,1242,41.54589372,58.45410628
binomial,1242,30.99838969,69.00161031
exponential,1242,69.96779388,30.03220612
poisson,1242,28.26086957,71.73913043
laplace,1242,78.42190016,21.57809984
logistic,1242,33.33333333,66.66666667
uniform,1242,46.53784219,53.46215781
rayleigh,1242,42.02898551,57.97101449
normal,1252,35.14376997,64.85623003
binomial,1252,35.06389776,64.93610224
exponential,1252,74.36102236,25.63897764
poisson,1252,36.50159744,63.49840256
laplace,1252,64.37699681,35.62300319
logistic,1252,42.65175719,57.34824281
uniform,1252,65.33546326,34.66453674
rayleigh,1252,36.34185304,63.65814696
normal,1262,30.58637084,69.41362916
binomial,1262,35.49920761,64.50079239
exponential,1262,21.31537242,78.68462758
poisson,1262,70.83993661,29.16006339
laplace,1262,71.07765452,28.92234548
logistic,1262,69.17591125,30.82408875
uniform,1262,64.50079239,35.49920761
rayleigh,1262,84.46909667,15.53090333
normal,1272,57.15408805,42.84591195
binomial,1272,75.23584906,24.76415094
exponential,1272,16.27358491,83.72641509
poisson,1272,19.18238994,80.81761006
laplace,1272,34.59119497,65.40880503
logistic,1272,40.33018868,59.66981132
uniform,1272,57.62578616,42.37421384
rayleigh,1272,51.10062893,48.89937107
normal,1282,36.8174727,63.1825273
binomial,1282,64.97659906,35.02340094
exponential,1282,72.074883,27.925117
poisson,1282,40.24960998,59.75039002
laplace,1282,66.84867395,33.15132605
logistic,1282,25.35101404,74.64898596
uniform,1282,71.37285491,28.62714509
rayleigh,1282,39.78159126,60.21840874
normal,1292,72.29102167,27.70897833
binomial,1292,44.50464396,55.49535604
exponential,1292,51.54798762,48.45201238
poisson,1292,41.71826625,58.28173375
laplace,1292,34.52012384,65.47987616
logistic,1292,29.87616099,70.12383901
uniform,1292,31.96594427,68.03405573
rayleigh,1292,75.46439628,24.53560372
normal,1302,49.92319508,50.07680492
binomial,1302,52.91858679,47.08141321
exponential,1302,53.68663594,46.31336406
poisson,1302,51.76651306,48.23348694
laplace,1302,63.28725038,36.71274962
logistic,1302,29.64669739,70.35330261
uniform,1302,27.26574501,72.73425499
rayleigh,1302,25.88325653,74.11674347
normal,1312,34.60365854,65.39634146
binomial,1312,75.91463415,24.08536585
exponential,1312,74.00914634,25.99085366
poisson,1312,33.61280488,66.38719512
laplace,1312,34.83231707,65.16768293
logistic,1312,47.02743902,52.97256098
uniform,1312,42.07317073,57.92682927
rayleigh,1312,65.32012195,34.67987805
normal,1322,39.7881997,60.2118003
binomial,1322,66.86838124,33.13161876
exponential,1322,43.79727685,56.20272315
poisson,1322,42.88956127,57.11043873
laplace,1322,32.67776097,67.32223903
logistic,1322,16.86838124,83.13161876
uniform,1322,22.46596067,77.53403933
rayleigh,1322,20.34795764,79.65204236
normal,1332,26.12612613,73.87387387
binomial,1332,66.66666667,33.33333333
exponential,1332,73.42342342,26.57657658
poisson,1332,29.42942943,70.57057057
laplace,1332,71.32132132,28.67867868
logistic,1332,68.24324324,31.75675676
uniform,1332,36.86186186,63.13813814
rayleigh,1332,61.93693694,38.06306306
normal,1342,32.48882265,67.51117735
binomial,1342,81.89269747,18.10730253
exponential,1342,49.18032787,50.81967213
poisson,1342,31.66915052,68.33084948
laplace,1342,53.57675112,46.42324888
logistic,1342,16.61698957,83.38301043
uniform,1342,51.04321908,48.95678092
rayleigh,1342,44.70938897,55.29061103
normal,1352,68.86094675,31.13905325
binomial,1352,83.80177515,16.19822485
exponential,1352,53.47633136,46.52366864
poisson,1352,59.9112426,40.0887574
laplace,1352,64.34911243,35.65088757
logistic,1352,70.63609467,29.36390533
uniform,1352,23.66863905,76.33136095
rayleigh,1352,82.02662722,17.97337278
normal,1362,58.88399413,41.11600587
binomial,1362,25.91776799,74.08223201
exponential,1362,39.20704846,60.79295154
poisson,1362,52.05580029,47.94419971
laplace,1362,59.10425844,40.89574156
logistic,1362,40.82232012,59.17767988
uniform,1362,56.75477239,43.24522761
rayleigh,1362,83.33333333,16.66666667
normal,1372,44.75218659,55.24781341
binomial,1372,70.84548105,29.15451895
exponential,1372,76.02040816,23.97959184
poisson,1372,48.83381924,51.16618076
laplace,1372,38.26530612,61.73469388
logistic,1372,25.0728863,74.9271137
uniform,1372,25.72886297,74.27113703
rayleigh,1372,58.67346939,41.32653061
normal,1382,61.43270622,38.56729378
binomial,1382,63.67583213,36.32416787
exponential,1382,35.74529667,64.25470333
poisson,1382,44.64544139,55.35455861
laplace,1382,60.13024602,39.86975398
logistic,1382,45.94790159,54.05209841
uniform,1382,39.14616498,60.85383502
rayleigh,1382,39.29088278,60.70911722
normal,1392,43.60632184,56.39367816
binomial,1392,81.89655172,18.10344828
exponential,1392,29.59770115,70.40229885
poisson,1392,73.27586207,26.72413793
laplace,1392,33.54885057,66.45114943
logistic,1392,19.68390805,80.31609195
uniform,1392,50.43103448,49.56896552
rayleigh,1392,29.59770115,70.40229885
normal,1402,28.45934379,71.54065621
binomial,1402,20.68473609,79.31526391
exponential,1402,41.51212553,58.48787447
poisson,1402,25.39229672,74.60770328
laplace,1402,47.86019971,52.13980029
logistic,1402,55.13552068,44.86447932
uniform,1402,59.48644793,40.51355207
rayleigh,1402,13.7660485,86.2339515
normal,1412,27.69121813,72.30878187
binomial,1412,28.54107649,71.45892351
exponential,1412,39.30594901,60.69405099
poisson,1412,43.90934844,56.09065156
laplace,1412,35.69405099,64.30594901
logistic,1412,64.02266289,35.97733711
uniform,1412,29.0368272,70.9631728
rayleigh,1412,53.82436261,46.17563739
normal,1422,28.76230661,71.23769339
binomial,1422,74.47257384,25.52742616
exponential,1422,40.22503516,59.77496484
poisson,1422,68.2137834,31.7862166
laplace,1422,84.24753868,15.75246132
logistic,1422,34.45850914,65.54149086
uniform,1422,61.11111111,38.88888889
rayleigh,1422,69.26863572,30.73136428
normal,1432,51.11731844,48.88268156
binomial,1432,70.94972067,29.05027933
exponential,1432,26.11731844,73.88268156
poisson,1432,20.94972067,79.05027933
laplace,1432,65.15363128,34.84636872
logistic,1432,18.22625698,81.77374302
uniform,1432,49.02234637,50.97765363
rayleigh,1432,29.53910615,70.46089385
normal,1442,30.79056865,69.20943135
binomial,1442,27.8779473,72.1220527
exponential,1442,52.35783634,47.64216366
poisson,1442,78.15533981,21.84466019
laplace,1442,60.74895978,39.25104022
logistic,1442,40.42995839,59.57004161
uniform,1442,63.86962552,36.13037448
rayleigh,1442,71.08183079,28.91816921
normal,1452,40.22038567,59.77961433
binomial,1452,57.02479339,42.97520661
exponential,1452,35.60606061,64.39393939
poisson,1452,13.98071625,86.01928375
laplace,1452,30.44077135,69.55922865
logistic,1452,68.38842975,31.61157025
uniform,1452,48.20936639,51.79063361
rayleigh,1452,29.4077135,70.5922865
normal,1462,57.79753762,42.20246238
binomial,1462,35.29411765,64.70588235
exponential,1462,48.42681259,51.57318741
poisson,1462,73.0506156,26.9493844
laplace,1462,24.89740082,75.10259918
logistic,1462,53.21477428,46.78522572
uniform,1462,77.15458276,22.84541724
rayleigh,1462,28.04377565,71.95622435
normal,1472,75.20380435,24.79619565
binomial,1472,23.8451087,76.1548913
exponential,1472,65.01358696,34.98641304
poisson,1472,54.07608696,45.92391304
laplace,1472,77.64945652,22.35054348
logistic,1472,64.87771739,35.12228261
uniform,1472,53.66847826,46.33152174
rayleigh,1472,63.04347826,36.95652174
normal,1482,62.8879892,37.1120108
binomial,1482,39.54116059,60.45883941
exponential,1482,30.16194332,69.83805668
poisson,1482,31.37651822,68.62348178
laplace,1482,37.98920378,62.01079622
logistic,1482,48.17813765,51.82186235
uniform,1482,76.04588394,23.95411606
rayleigh,1482,54.31848853,45.68151147
normal,1492,64.67828418,35.32171582
binomial,1492,51.8766756,48.1233244
exponential,1492,34.91957105,65.08042895
poisson,1492,41.8230563,58.1769437
laplace,1492,61.19302949,38.80697051
logistic,1492,40.01340483,59.98659517
uniform,1492,60.38873995,39.61126005
rayleigh,1492,34.85254692,65.14745308
normal,1502,73.10252996,26.89747004
binomial,1502,38.08255659,61.91744341
exponential,1502,34.28761651,65.71238349
poisson,1502,31.95739015,68.04260985
laplace,1502,35.41944075,64.58055925
logistic,1502,64.84687084,35.15312916
uniform,1502,63.51531292,36.48468708
rayleigh,1502,61.91744341,38.08255659
normal,1512,47.55291005,52.44708995
binomial,1512,91.00529101,8.994708995
exponential,1512,43.98148148,56.01851852
poisson,1512,32.87037037,67.12962963
laplace,1512,32.34126984,67.65873016
logistic,1512,68.84920635,31.15079365
uniform,1512,35.31746032,64.68253968
rayleigh,1512,55.29100529,44.70899471
normal,1522,58.67279895,41.32720105
binomial,1522,28.05519054,71.94480946
exponential,1522,67.60840999,32.39159001
poisson,1522,69.57950066,30.42049934
laplace,1522,23.91590013,76.08409987
logistic,1522,73.45597898,26.54402102
uniform,1522,38.30486202,61.69513798
rayleigh,1522,37.51642576,62.48357424
normal,1532,29.96083551,70.03916449
binomial,1532,40.53524804,59.46475196
exponential,1532,54.4386423,45.5613577
poisson,1532,69.06005222,30.93994778
laplace,1532,24.54308094,75.45691906
logistic,1532,77.154047,22.845953
uniform,1532,64.22976501,35.77023499
rayleigh,1532,66.77545692,33.22454308
normal,1542,64.07263294,35.92736706
binomial,1542,30.02594034,69.97405966
exponential,1542,32.16601816,67.83398184
poisson,1542,43.90402075,56.09597925
laplace,1542,56.74448768,43.25551232
logistic,1542,52.01037613,47.98962387
uniform,1542,23.08690013,76.91309987
rayleigh,1542,42.15304799,57.84695201
normal,1552,49.67783505,50.32216495
binomial,1552,42.71907216,57.28092784
exponential,1552,74.54896907,25.45103093
poisson,1552,76.41752577,23.58247423
laplace,1552,25.57989691,74.42010309
logistic,1552,33.56958763,66.43041237
uniform,1552,77.83505155,22.16494845
rayleigh,1552,22.55154639,77.44845361
normal,1562,36.36363636,63.63636364
binomial,1562,53.20102433,46.79897567
exponential,1562,66.90140845,33.09859155
poisson,1562,54.73751601,45.26248399
laplace,1562,59.73111396,40.26888604
logistic,1562,53.52112676,46.47887324
uniform,1562,40.71702945,59.28297055
rayleigh,1562,42.31754161,57.68245839
normal,1572,76.52671756,23.47328244
binomial,1572,30.27989822,69.72010178
exponential,1572,34.73282443,65.26717557
poisson,1572,49.68193384,50.31806616
laplace,1572,36.38676845,63.61323155
logistic,1572,37.40458015,62.59541985
uniform,1572,80.34351145,19.65648855
rayleigh,1572,64.94910941,35.05089059
normal,1582,28.95069532,71.04930468
binomial,1582,29.45638432,70.54361568
exponential,1582,44.62705436,55.37294564
poisson,1582,46.71302149,53.28697851
laplace,1582,28.44500632,71.55499368
logistic,1582,38.55878635,61.44121365
uniform,1582,41.59292035,58.40707965
rayleigh,1582,29.8988622,70.1011378
normal,1592,34.42211055,65.57788945
binomial,1592,85.1758794,14.8241206
exponential,1592,55.65326633,44.34673367
poisson,1592,65.01256281,34.98743719
laplace,1592,21.41959799,78.58040201
logistic,1592,30.27638191,69.72361809
uniform,1592,19.34673367,80.65326633
rayleigh,1592,54.33417085,45.66582915
normal,1602,64.73158552,35.26841448
binomial,1602,29.58801498,70.41198502
exponential,1602,62.42197253,37.57802747
poisson,1602,45.0062422,54.9937578
laplace,1602,46.37952559,53.62047441
logistic,1602,25.96754057,74.03245943
uniform,1602,33.14606742,66.85393258
rayleigh,1602,34.83146067,65.16853933
normal,1612,44.47890819,55.52109181
binomial,1612,21.89826303,78.10173697
exponential,1612,40.75682382,59.24317618
poisson,1612,66.50124069,33.49875931
laplace,1612,34.80148883,65.19851117
logistic,1612,35.98014888,64.01985112
uniform,1612,46.89826303,53.10173697
rayleigh,1612,49.31761787,50.68238213
normal,1622,49.69173859,50.30826141
binomial,1622,11.52897657,88.47102343
exponential,1622,35.38840937,64.61159063
poisson,1622,43.64981504,56.35018496
laplace,1622,56.78175092,43.21824908
logistic,1622,28.23674476,71.76325524
uniform,1622,21.8865598,78.1134402
rayleigh,1622,46.91738594,53.08261406
normal,1632,30.6372549,69.3627451
binomial,1632,67.27941176,32.72058824
exponential,1632,22.30392157,77.69607843
poisson,1632,42.76960784,57.23039216
laplace,1632,74.20343137,25.79656863
logistic,1632,31.06617647,68.93382353
uniform,1632,67.27941176,32.72058824
rayleigh,1632,27.87990196,72.12009804
normal,1642,59.43970767,40.56029233
binomial,1642,64.49451888,35.50548112
exponential,1642,24.90864799,75.09135201
poisson,1642,29.0499391,70.9500609
laplace,1642,33.13032887,66.86967113
logistic,1642,41.77831912,58.22168088
uniform,1642,50.54811206,49.45188794
rayleigh,1642,51.03532278,48.96467722
normal,1652,30.32687651,69.67312349
binomial,1652,39.46731235,60.53268765
exponential,1652,62.40920097,37.59079903
poisson,1652,31.05326877,68.94673123
laplace,1652,70.33898305,29.66101695
logistic,1652,30.02421308,69.97578692
uniform,1652,40.31476998,59.68523002
rayleigh,1652,39.34624697,60.65375303
normal,1662,70.93862816,29.06137184
binomial,1662,29.66305656,70.33694344
exponential,1662,20.81829122,79.18170878
poisson,1662,55.83634176,44.16365824
laplace,1662,66.66666667,33.33333333
logistic,1662,67.32851986,32.67148014
uniform,1662,70.33694344,29.66305656
rayleigh,1662,49.1576414,50.8423586
normal,1672,39.77272727,60.22727273
binomial,1672,49.40191388,50.59808612
exponential,1672,26.25598086,73.74401914
poisson,1672,90.72966507,9.270334928
laplace,1672,65.61004785,34.38995215
logistic,1672,42.94258373,57.05741627
uniform,1672,13.4569378,86.5430622
rayleigh,1672,12.14114833,87.85885167
normal,1682,70.33293698,29.66706302
binomial,1682,85.07728894,14.92271106
exponential,1682,47.80023781,52.19976219
poisson,1682,46.90844233,53.09155767
laplace,1682,67.47919144,32.52080856
logistic,1682,71.93816885,28.06183115
uniform,1682,51.01070155,48.98929845
rayleigh,1682,8.442330559,91.55766944
normal,1692,75.17730496,24.82269504
binomial,1692,43.14420804,56.85579196
exponential,1692,54.90543735,45.09456265
poisson,1692,23.22695035,76.77304965
laplace,1692,77.36406619,22.63593381
logistic,1692,52.30496454,47.69503546
uniform,1692,26.95035461,73.04964539
rayleigh,1692,75,25
normal,1702,19.6827262,80.3172738
binomial,1702,60.63454759,39.36545241
exponential,1702,32.66745006,67.33254994
poisson,1702,75.9106933,24.0893067
laplace,1702,45.71092832,54.28907168
logistic,1702,45.82843713,54.17156287
uniform,1702,26.38072855,73.61927145
rayleigh,1702,41.42185664,58.57814336
normal,1712,41.53037383,58.46962617
binomial,1712,31.95093458,68.04906542
exponential,1712,29.96495327,70.03504673
poisson,1712,38.55140187,61.44859813
laplace,1712,67.99065421,32.00934579
logistic,1712,43.63317757,56.36682243
uniform,1712,66.17990654,33.82009346
rayleigh,1712,48.01401869,51.98598131
normal,1722,71.60278746,28.39721254
binomial,1722,59.58188153,40.41811847
exponential,1722,36.12078978,63.87921022
poisson,1722,36.81765389,63.18234611
laplace,1722,33.85598142,66.14401858
logistic,1722,39.19860627,60.80139373
uniform,1722,40.70847851,59.29152149
rayleigh,1722,30.6039489,69.3960511
normal,1732,30.42725173,69.57274827
binomial,1732,46.99769053,53.00230947
exponential,1732,71.76674365,28.23325635
poisson,1732,24.59584296,75.40415704
laplace,1732,61.89376443,38.10623557
logistic,1732,73.90300231,26.09699769
uniform,1732,67.95612009,32.04387991
rayleigh,1732,64.95381062,35.04618938
normal,1742,69.74741676,30.25258324
binomial,1742,69.23076923,30.76923077
exponential,1742,66.36050517,33.63949483
poisson,1742,65.15499426,34.84500574
laplace,1742,52.81285878,47.18714122
logistic,1742,55.28128588,44.71871412
uniform,1742,22.78989667,77.21010333
rayleigh,1742,27.95637199,72.04362801
normal,1752,46.11872146,53.88127854
binomial,1752,30.53652968,69.46347032
exponential,1752,48.23059361,51.76940639
poisson,1752,41.38127854,58.61872146
laplace,1752,59.36073059,40.63926941
logistic,1752,77.6826484,22.3173516
uniform,1752,67.4086758,32.5913242
rayleigh,1752,73.57305936,26.42694064
normal,1762,72.98524404,27.01475596
binomial,1762,60.21566402,39.78433598
exponential,1762,25.48240636,74.51759364
poisson,1762,35.13053348,64.86946652
laplace,1762,21.22587968,78.77412032
logistic,1762,73.26901249,26.73098751
uniform,1762,17.70715096,82.29284904
rayleigh,1762,82.57661748,17.42338252
normal,1772,51.63656885,48.36343115
binomial,1772,75.84650113,24.15349887
exponential,1772,32.2234763,67.7765237
poisson,1772,70.25959368,29.74040632
laplace,1772,22.62979684,77.37020316
logistic,1772,66.53498871,33.46501129
uniform,1772,59.65011287,40.34988713
rayleigh,1772,37.41534989,62.58465011
normal,1782,35.85858586,64.14141414
binomial,1782,56.3973064,43.6026936
exponential,1782,53.25476992,46.74523008
poisson,1782,43.82716049,56.17283951
laplace,1782,61.89674523,38.10325477
logistic,1782,37.71043771,62.28956229
uniform,1782,39.61840629,60.38159371
rayleigh,1782,40.17957351,59.82042649
normal,1792,38.671875,61.328125
binomial,1792,60.04464286,39.95535714
exponential,1792,47.87946429,52.12053571
poisson,1792,20.703125,79.296875
laplace,1792,58.53794643,41.46205357
logistic,1792,31.58482143,68.41517857
uniform,1792,44.58705357,55.41294643
rayleigh,1792,74.33035714,25.66964286
normal,1802,77.24750277,22.75249723
binomial,1802,73.64039956,26.35960044
exponential,1802,21.97558269,78.02441731
poisson,1802,38.06881243,61.93118757
laplace,1802,35.62708102,64.37291898
logistic,1802,71.809101,28.190899
uniform,1802,23.64039956,76.35960044
rayleigh,1802,19.2563818,80.7436182
normal,1812,70.36423841,29.63576159
binomial,1812,66.22516556,33.77483444
exponential,1812,41.7218543,58.2781457
poisson,1812,75.93818985,24.06181015
laplace,1812,59.65783664,40.34216336
logistic,1812,72.73730684,27.26269316
uniform,1812,24.39293598,75.60706402
rayleigh,1812,39.79028698,60.20971302
normal,1822,49.17672887,50.82327113
binomial,1822,28.21075741,71.78924259
exponential,1822,39.24259056,60.75740944
poisson,1822,31.33918771,68.66081229
laplace,1822,57.18990121,42.81009879
logistic,1822,30.57080132,69.42919868
uniform,1822,28.32052689,71.67947311
rayleigh,1822,25.74094402,74.25905598
normal,1832,51.9650655,48.0349345
binomial,1832,66.04803493,33.95196507
exponential,1832,46.50655022,53.49344978
poisson,1832,62.93668122,37.06331878
laplace,1832,50.65502183,49.34497817
logistic,1832,30.62227074,69.37772926
uniform,1832,68.23144105,31.76855895
rayleigh,1832,70.90611354,29.09388646
normal,1842,50.70575461,49.29424539
binomial,1842,18.02388708,81.97611292
exponential,1842,54.23452769,45.76547231
poisson,1842,28.33876221,71.66123779
laplace,1842,19.43539631,80.56460369
logistic,1842,68.0781759,31.9218241
uniform,1842,54.50597177,45.49402823
rayleigh,1842,35.93919653,64.06080347
normal,1852,28.67170626,71.32829374
binomial,1852,28.2937365,71.7062635
exponential,1852,78.88768898,21.11231102
poisson,1852,17.06263499,82.93736501
laplace,1852,30.07559395,69.92440605
logistic,1852,30.7775378,69.2224622
uniform,1852,66.1987041,33.8012959
rayleigh,1852,62.31101512,37.68898488
normal,1862,55.15574651,44.84425349
binomial,1862,56.17615467,43.82384533
exponential,1862,40.60150376,59.39849624
poisson,1862,65.30612245,34.69387755
laplace,1862,33.88829216,66.11170784
logistic,1862,74.5972073,25.4027927
uniform,1862,53.43716434,46.56283566
rayleigh,1862,69.44146079,30.55853921
normal,1872,25.32051282,74.67948718
binomial,1872,26.81623932,73.18376068
exponential,1872,66.23931624,33.76068376
poisson,1872,57.7457265,42.2542735
laplace,1872,59.13461538,40.86538462
logistic,1872,75.53418803,24.46581197
uniform,1872,21.52777778,78.47222222
rayleigh,1872,89.95726496,10.04273504
normal,1882,66.31243358,33.68756642
binomial,1882,80.60573858,19.39426142
exponential,1882,51.434644,48.565356
poisson,1882,56.58873539,43.41126461
laplace,1882,68.27842721,31.72157279
logistic,1882,63.44314559,36.55685441
uniform,1882,32.09351753,67.90648247
rayleigh,1882,68.01275239,31.98724761
normal,1892,27.64270613,72.35729387
binomial,1892,34.98942918,65.01057082
exponential,1892,50,50
